team,jersey,player_tm,tm_url,pos,dob,club,market_value,birthplace_city,birthplace_country,birthplace_lat,birthplace_lon
Curaçao,15,Ar'jany Martha,https://www.transfermarkt.com/arjany-martha/profil/spieler/572519,Right Winger,2003-09-04,Rotherham United,700000.0,Rotterdam,Netherlands,51.9244424,4.47775
Curaçao,16,Jearl Margaritha,https://www.transfermarkt.com/jearl-margaritha/profil/spieler/538958,Left Winger,2000-04-10,SK Beveren,1000000.0,Groningen,Netherlands,53.2190652,6.5680077
Curaçao,17,Brandley Kuwas,https://www.transfermarkt.com/brandley-kuwas/profil/spieler/232219,Right Winger,1992-09-19,FC Volendam,250000.0,Hoorn,Netherlands,52.653272,5.0735802
Curaçao,18,Armando Obispo,https://www.transfermarkt.com/armando-obispo/profil/spieler/339337,Centre-Back,1999-03-05,PSV Eindhoven,4000000.0,Den Bosch,Netherlands,51.6889387,5.303116
Curaçao,19,Gervane Kastaneer,https://www.transfermarkt.com/gervane-kastaneer/profil/spieler/240752,Centre-Forward,1996-06-09,Terengganu FC,225000.0,Rotterdam,Netherlands,51.9244424,4.47775
Curaçao,20,Joshua Brenet,https://www.transfermarkt.com/joshua-brenet/profil/spieler/207006,Right-Back,1994-03-20,Kayserispor,1000000.0,Kerkrade,Netherlands,50.8749089,6.0593853
Curaçao,21,Tahith Chong,https://www.transfermarkt.com/tahith-chong/profil/spieler/344830,Attacking Midfield,1999-12-04,Sheffield United,3500000.0,Willemstad,Netherlands Antilles,,
Curaçao,22,Kevin Felida,https://www.transfermarkt.com/kevin-felida/profil/spieler/433933,Defensive Midfield,1999-11-11,FC Den Bosch,400000.0,Spijkenisse,Netherlands,51.8464881,4.3287681
Curaçao,23,Riechedly Bazoer,https://www.transfermarkt.com/riechedly-bazoer/profil/spieler/216443,Centre-Back,1996-10-12,Konyaspor,1500000.0,Utrecht,Netherlands,52.0907006,5.1215634
Curaçao,24,Deveron Fonville,https://www.transfermarkt.com/deveron-fonville/profil/spieler/708989,Centre-Back,2003-05-16,NEC Nijmegen,1500000.0,Nieuwegein,Netherlands,52.0367152,5.0836117
Curaçao,25,Tyrick Bodak,https://www.transfermarkt.com/tyrick-bodak/profil/spieler/663961,Goalkeeper,2002-05-15,SC Telstar,25000.0,Almere,Netherlands,52.3705038,5.2185859
Curaçao,26,Trevor Doornbusch,https://www.transfermarkt.com/trevor-doornbusch/profil/spieler/390814,Goalkeeper,1999-07-06,VVV-Venlo,50000.0,Haarlem,Netherlands,52.3837281,4.6435679
Czechia,1,Matej Kovar,https://www.transfermarkt.com/matej-kovar/profil/spieler/550829,Goalkeeper,2000-05-17,PSV Eindhoven,8000000.0,Uherské Hradiště,Czech Republic,49.0681018,17.4663899
Czechia,2,David Zima,https://www.transfermarkt.com/david-zima/profil/spieler/544149,Centre-Back,2000-11-08,SK Slavia Prague,7000000.0,Olomouc,Czech Republic,49.5940567,17.251143
Czechia,3,Tomas Holes,https://www.transfermarkt.com/tomas-holes/profil/spieler/216278,Centre-Back,1993-03-31,SK Slavia Prague,1000000.0,Hradec Králové,Czech Republic,50.2092113,15.8327512
Czechia,4,Robin Hranac,https://www.transfermarkt.com/robin-hranac/profil/spieler/620217,Centre-Back,2000-01-29,TSG 1899 Hoffenheim,10000000.0,Plzeň,Czech Republic,49.7477415,13.3775249
Czechia,5,Vladimír Coufal,https://www.transfermarkt.com/vladimir-coufal/profil/spieler/157672,Right-Back,1992-08-22,TSG 1899 Hoffenheim,2500000.0,Ostrava,CSSR,,
Czechia,6,Stepan Chaloupek,https://www.transfermarkt.com/stepan-chaloupek/profil/spieler/944827,Centre-Back,2003-03-08,SK Slavia Prague,10000000.0,Meziboří,Czech Republic,50.6203084,13.6071384
Czechia,7,Ladislav Krejčí,https://www.transfermarkt.com/ladislav-krejci/profil/spieler/345911,Centre-Back,1999-04-20,Wolverhampton Wanderers,22000000.0,Rosice,Czech Republic,49.1825874,16.3878251
Czechia,8,Vladimír Darida,https://www.transfermarkt.com/vladimir-darida/profil/spieler/179643,Central Midfield,1990-08-08,FC Hradec Kralove,375000.0,Plzeň,CSSR,,
Czechia,9,Adam Hlozek,https://www.transfermarkt.com/adam-hlozek/profil/spieler/552057,Centre-Forward,2002-07-25,TSG 1899 Hoffenheim,10000000.0,Ivančice,Czech Republic,49.1015881,16.3776051
Czechia,10,Patrik Schick,https://www.transfermarkt.com/patrik-schick/profil/spieler/242086,Centre-Forward,1996-01-24,Bayer 04 Leverkusen,18000000.0,Praha,Czech Republic,50.0874654,14.4212535
Czechia,11,Jan Kuchta,https://www.transfermarkt.com/jan-kuchta/profil/spieler/334802,Centre-Forward,1997-01-08,AC Sparta Prague,2700000.0,Liberec,Czech Republic,50.7702648,15.0583947
Czechia,12,Lukas Cerv,https://www.transfermarkt.com/lukas-cerv/profil/spieler/611049,Central Midfield,2001-04-10,FC Viktoria Plzen,6000000.0,Praha,Czech Republic,50.0874654,14.4212535
Czechia,13,Mojmír Chytil,https://www.transfermarkt.com/mojmir-chytil/profil/spieler/405855,Centre-Forward,1999-04-29,SK Slavia Prague,4000000.0,Skalka,Czech Republic,49.0381823,17.2053355
Czechia,14,David Jurásek,https://www.transfermarkt.com/david-jurasek/profil/spieler/500054,Left-Back,2000-08-07,SK Slavia Prague,5000000.0,Dolní Němčí,Czech Republic,48.9684218,17.5853622
Czechia,15,Pavel Sulc,https://www.transfermarkt.com/pavel-sulc/profil/spieler/500053,Attacking Midfield,2000-12-29,Olympique Lyon,20000000.0,Karlovy Vary,Czech Republic,50.2306216,12.8701437
Czechia,16,Jindrich Stanek,https://www.transfermarkt.com/jindrich-stanek/profil/spieler/242089,Goalkeeper,1996-04-27,SK Slavia Prague,2000000.0,Strakonice,Czech Republic,49.2662501,13.9136975
Czechia,17,Lukas Provod,https://www.transfermarkt.com/lukas-provod/profil/spieler/292779,Left Winger,1996-10-23,SK Slavia Prague,8000000.0,Plzeň,Czech Republic,49.7477415,13.3775249
Czechia,18,Michal Sadílek,https://www.transfermarkt.com/michal-sadilek/profil/spieler/321204,Central Midfield,1999-05-31,SK Slavia Prague,8000000.0,Uherské Hradiště,Czech Republic,49.0681018,17.4663899
Czechia,19,Tomas Chory,https://www.transfermarkt.com/tomas-chory/profil/spieler/198614,Centre-Forward,1995-01-26,SK Slavia Prague,2700000.0,Olomouc,Czech Republic,49.5940567,17.251143
Czechia,20,Jaroslav Zelený,https://www.transfermarkt.com/jaroslav-zeleny/profil/spieler/142219,Centre-Back,1992-08-20,AC Sparta Prague,600000.0,Hradec Králové,CSSR,,
Czechia,21,David Doudera,https://www.transfermarkt.com/david-doudera/profil/spieler/493758,Right Midfield,1998-05-31,SK Slavia Prague,3500000.0,Brandýs nad Labem-Stará Boleslav,Czech Republic,50.1912412,14.6649786
Czechia,22,Tomáš Souček,https://www.transfermarkt.com/tomas-soucek/profil/spieler/283628,Defensive Midfield,1995-02-27,West Ham United,10000000.0,Havlíčkův Brod,Czech Republic,49.606942,15.5795748
Czechia,23,Lukas Hornicek,https://www.transfermarkt.com/lukas-hornicek/profil/spieler/629773,Goalkeeper,2002-07-13,SC Braga,18000000.0,Vysoké Mýto,Czech Republic,49.9534727,16.1616455
Czechia,24,Alexandr Sojka,https://www.transfermarkt.com/alexandr-sojka/profil/spieler/826103,Central Midfield,2003-04-02,FC Viktoria Plzen,2300000.0,Plzeň,Czech Republic,49.7477415,13.3775249
Czechia,25,Hugo Sochurek,https://www.transfermarkt.com/hugo-sochurek/profil/spieler/1206877,Central Midfield,2008-06-07,AC Sparta Prague,3500000.0,Tábor,Czech Republic,49.4141533,14.6587234
Czechia,26,Denis Visinsky,https://www.transfermarkt.com/denis-visinsky/profil/spieler/652060,Attacking Midfield,2003-03-21,FC Viktoria Plzen,3000000.0,Hořín,Czech Republic,50.3448171,14.4641763
Democratic Republic of the Congo,1,Lionel Mpasi-Nzau,https://www.transfermarkt.com/lionel-mpasi-nzau/profil/spieler/164915,Goalkeeper,1994-08-01,Le Havre AC,400000.0,Meaux,France,48.9582708,2.8773541
Democratic Republic of the Congo,2,Aaron Wan-Bissaka,https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,Right-Back,1997-11-26,West Ham United,15000000.0,London,England,51.5074456,-0.1277653
Democratic Republic of the Congo,3,Steve Kapuadi,https://www.transfermarkt.com/steve-kapuadi/profil/spieler/679709,Centre-Back,1998-04-30,Widzew Lodz,2500000.0,Le Mans,France,48.0073849,0.1967849
Democratic Republic of the Congo,4,Axel Tuanzebe,https://www.transfermarkt.com/axel-tuanzebe/profil/spieler/342046,Centre-Back,1997-11-14,Burnley FC,5000000.0,Bunia,DR Congo,1.5620529,30.2478844
Democratic Republic of the Congo,5,Dylan Batubinsika,https://www.transfermarkt.com/dylan-batubinsika/profil/spieler/289432,Centre-Back,1996-02-15,AE Larisa,600000.0,Cergy-Pontoise,France,48.9003625,2.0697041
Democratic Republic of the Congo,6,Ngal'ayel Mukau,https://www.transfermarkt.com/ngalayel-mukau/profil/spieler/1016015,Defensive Midfield,2004-11-03,LOSC Lille,15000000.0,Antwerpen,Belgium,51.2211097,4.3997081
Democratic Republic of the Congo,7,Nathanaël Mbuku,https://www.transfermarkt.com/nathanael-mbuku/profil/spieler/557614,Left Winger,2002-03-16,Montpellier HSC,2000000.0,Villeneuve-Saint-Georges,France,48.7305272,2.44782
Democratic Republic of the Congo,8,Samuel Moutoussamy,https://www.transfermarkt.com/samuel-moutoussamy/profil/spieler/353403,Central Midfield,1996-08-12,Atromitos Athens,1200000.0,Paris,France,48.8588897,2.320041
Democratic Republic of the Congo,9,Brian Cipenga,https://www.transfermarkt.com/brian-cipenga/profil/spieler/700565,Left Winger,1998-03-11,CD Castellón,2000000.0,Kinshasa,DR Congo,-4.3196982,15.3424196
Democratic Republic of the Congo,10,Théo Bongonda,https://www.transfermarkt.com/theo-bongonda/profil/spieler/280701,Right Winger,1995-11-20,Spartak Moscow,3000000.0,Charleroi,Belgium,50.4116233,4.444528
Democratic Republic of the Congo,11,Gaël Kakuta,https://www.transfermarkt.com/gael-kakuta/profil/spieler/74297,Attacking Midfield,1991-06-21,AE Larisa,250000.0,Lille,France,50.6365654,3.0635282
Democratic Republic of the Congo,12,Joris Kayembe,https://www.transfermarkt.com/joris-kayembe/profil/spieler/129586,Left-Back,1994-08-08,KRC Genk,2000000.0,Brussel,Belgium,50.8551025,4.3510915
Democratic Republic of the Congo,13,Meschack Elia,https://www.transfermarkt.com/meschack-elia/profil/spieler/423678,Attacking Midfield,1997-08-06,Alanyaspor,1500000.0,Kinshasa,DR Congo,-4.3196982,15.3424196
Democratic Republic of the Congo,14,Noah Sadiki,https://www.transfermarkt.com/noah-sadiki/profil/spieler/727089,Central Midfield,2004-12-17,Sunderland AFC,35000000.0,Brussel,Belgium,50.8551025,4.3510915
Democratic Republic of the Congo,15,Aaron Tshibola,https://www.transfermarkt.com/aaron-tshibola/profil/spieler/243633,Central Midfield,1995-01-02,Kilmarnock FC,150000.0,London,England,51.5074456,-0.1277653
Democratic Republic of the Congo,16,Timothy Fayulu,https://www.transfermarkt.com/timothy-fayulu/profil/spieler/541420,Goalkeeper,1999-07-24,FC Noah Yerevan,800000.0,Genève,Switzerland,46.2017559,6.1466014
Democratic Republic of the Congo,17,Cédric Bakambu,https://www.transfermarkt.com/cedric-bakambu/profil/spieler/127048,Centre-Forward,1991-04-11,Real Betis Balompié,1200000.0,Ivry-sur-Seine,France,48.8122302,2.3872525
Democratic Republic of the Congo,18,Charles Pickel,https://www.transfermarkt.com/charles-pickel/profil/spieler/243879,Defensive Midfield,1997-05-15,RCD Espanyol Barcelona,2500000.0,Solothurn,Switzerland,47.31874,7.6698284
Democratic Republic of the Congo,19,Fiston Mayele,https://www.transfermarkt.com/fiston-mayele/profil/spieler/727157,Centre-Forward,1994-06-24,Pyramids FC,1800000.0,Mbuji-Mayi,Zaire,-6.1258942,23.5998111
Democratic Republic of the Congo,20,Yoane Wissa,https://www.transfermarkt.com/yoane-wissa/profil/spieler/388165,Centre-Forward,1996-09-03,Newcastle United,25000000.0,Villeneuve-Saint-Georges,France,48.7305272,2.44782
Democratic Republic of the Congo,21,Matthieu Epolo,https://www.transfermarkt.com/matthieu-epolo/profil/spieler/680218,Goalkeeper,2005-01-15,Standard Liège,8000000.0,Brussel,Belgium,50.8551025,4.3510915
Democratic Republic of the Congo,22,Chancel Mbemba,https://www.transfermarkt.com/chancel-mbemba/profil/spieler/203348,Centre-Back,1994-08-08,LOSC Lille,2000000.0,Kinshasa,Zaire,-4.3196982,15.3424196
Democratic Republic of the Congo,23,Simon Banza,https://www.transfermarkt.com/simon-banza/profil/spieler/344869,Centre-Forward,1996-08-13,Al-Jazira Club,10000000.0,Creil,France,49.2607914,2.4733771
Democratic Republic of the Congo,24,Gédéon Kalulu,https://www.transfermarkt.com/gedeon-kalulu/profil/spieler/395685,Right-Back,1997-08-29,Aris Limassol,1000000.0,Lyon,France,45.7578137,4.8320114
Democratic Republic of the Congo,25,Edo Kayembe,https://www.transfermarkt.com/edo-kayembe/profil/spieler/486477,Central Midfield,1998-06-03,Watford FC,4000000.0,Kananga,DR Congo,-5.8951725,22.408589
Democratic Republic of the Congo,26,Arthur Masuaku,https://www.transfermarkt.com/arthur-masuaku/profil/spieler/181380,Left-Back,1993-11-07,RC Lens,2000000.0,Lille,France,50.6365654,3.0635282
Ecuador,1,Hernán Galíndez,https://www.transfermarkt.com/hernan-galindez/profil/spieler/77127,Goalkeeper,1987-03-30,CA Huracán,300000.0,Rosario,Argentina,-32.9593609,-60.6617024
Ecuador,2,Félix Torres,https://www.transfermarkt.com/felix-torres/profil/spieler/468174,Centre-Back,1997-01-11,Sport Club Internacional,1000000.0,San Lorenzo,Ecuador,0.9850635,-78.6869333
Ecuador,3,Piero Hincapié,https://www.transfermarkt.com/piero-hincapie/profil/spieler/659813,Centre-Back,2002-01-09,Arsenal FC,50000000.0,Esmeraldas,Ecuador,0.7343619,-79.3858867
Ecuador,4,Joel Ordóñez,https://www.transfermarkt.com/joel-ordonez/profil/spieler/893661,Centre-Back,2004-04-21,Club Brugge KV,33000000.0,Guayaquil,Ecuador,-2.1900572,-79.8868669
Ecuador,5,Jordy Alcívar,https://www.transfermarkt.com/jordy-alcivar/profil/spieler/598145,Defensive Midfield,1999-08-05,Independiente del Valle,2000000.0,Manta,Ecuador,-1.0320063,-80.8169311
Ecuador,6,Willian Pacho,https://www.transfermarkt.com/willian-pacho/profil/spieler/661171,Centre-Back,2001-10-16,Paris Saint-Germain,80000000.0,Quinindé,Ecuador,0.3191807,-79.4972175
Ecuador,7,Pervis Estupiñán,https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599,Left-Back,1998-01-21,AC Milan,12000000.0,Esmeraldas,Ecuador,0.7343619,-79.3858867
Ecuador,8,Anthony Valencia,https://www.transfermarkt.com/anthony-valencia/profil/spieler/974374,Right Winger,2003-07-21,Royal Antwerp FC,1800000.0,Guayaquil,Ecuador,-2.1900572,-79.8868669
Ecuador,9,John Yeboah,https://www.transfermarkt.com/john-yeboah/profil/spieler/439914,Second Striker,2000-06-23,Venezia FC,5500000.0,Hamburg,Germany,53.5501721,10.0013165
Ecuador,10,Kendry Páez,https://www.transfermarkt.com/kendry-paez/profil/spieler/1052439,Attacking Midfield,2007-05-04,CA River Plate,8000000.0,Guayaquil,Ecuador,-2.1900572,-79.8868669
Ecuador,11,Kevin Rodríguez,https://www.transfermarkt.com/kevin-rodriguez/profil/spieler/684159,Centre-Forward,2000-03-04,Union Saint-Gilloise,6000000.0,Ibarra,Ecuador,0.5159369,-78.1329448
Ecuador,12,Moisés Ramírez,https://www.transfermarkt.com/moises-ramirez/profil/spieler/450233,Goalkeeper,2000-09-09,AE Kifisia,800000.0,Guayaquil,Ecuador,-2.1900572,-79.8868669
Ecuador,13,Enner Valencia,https://www.transfermarkt.com/enner-valencia/profil/spieler/139503,Centre-Forward,1989-11-04,CF Pachuca,1000000.0,San Lorenzo,Ecuador,0.9850635,-78.6869333
Ecuador,14,Alan Minda,https://www.transfermarkt.com/alan-minda/profil/spieler/897051,Right Winger,2003-05-14,Clube Atlético Mineiro,3000000.0,Esmeraldas,Ecuador,0.7343619,-79.3858867
Ecuador,15,Pedro Vite,https://www.transfermarkt.com/pedro-vite/profil/spieler/659806,Attacking Midfield,2002-03-09,UNAM Pumas,6000000.0,Babahoyo,Ecuador,-1.8762599,-79.5068917
Ecuador,16,Jordy Caicedo,https://www.transfermarkt.com/jordy-caicedo/profil/spieler/360412,Centre-Forward,1997-11-18,CA Huracán,2000000.0,Machala,Ecuador,-3.3148937,-79.9512804
Ecuador,17,Angelo Preciado,https://www.transfermarkt.com/angelo-preciado/profil/spieler/450241,Right-Back,1998-02-18,Clube Atlético Mineiro,3500000.0,Shushufindi,Ecuador,-0.2885051,-76.5906945
Ecuador,18,Denil Castillo,https://www.transfermarkt.com/denil-castillo/profil/spieler/941418,Central Midfield,2004-03-24,FC Midtjylland,7000000.0,Eloy Alfaro,Ecuador,0.874044,-78.9950332
Ecuador,19,Gonzalo Plata,https://www.transfermarkt.com/gonzalo-plata/profil/spieler/592735,Right Winger,2000-11-01,CR Flamengo,9000000.0,Guayaquil,Ecuador,-2.1900572,-79.8868669
Ecuador,20,Nilson Angulo,https://www.transfermarkt.com/nilson-angulo/profil/spieler/903611,Left Winger,2003-06-19,Sunderland AFC,17000000.0,Quinindé,Ecuador,0.3191807,-79.4972175
Ecuador,21,Alan Franco,https://www.transfermarkt.com/alan-franco/profil/spieler/400960,Central Midfield,1998-08-21,Clube Atlético Mineiro,4500000.0,Alfredo Baquerizo Moreno,Ecuador,-1.9494337,-79.5495283
Ecuador,22,Gonzalo Valle,https://www.transfermarkt.com/gonzalo-valle/profil/spieler/351941,Goalkeeper,1996-02-28,LDU Quito,1800000.0,Riobamba,Ecuador,-1.6716698,-78.6607421
Ecuador,23,Moisés Caicedo,https://www.transfermarkt.com/moises-caicedo/profil/spieler/687626,Defensive Midfield,2001-11-02,Chelsea FC,100000000.0,Santo Domingo,Ecuador,-0.2546212,-79.1686724
Ecuador,24,Jeremy Arévalo,https://www.transfermarkt.com/jeremy-arevalo/profil/spieler/971663,Centre-Forward,2005-03-19,VfB Stuttgart,7000000.0,Maliaño,Spain,43.4174057,-3.8420589
Ecuador,25,Jackson Porozo,https://www.transfermarkt.com/jackson-porozo/profil/spieler/491616,Centre-Back,2000-08-04,Club Tijuana,2500000.0,San Lorenzo,Ecuador,0.9850635,-78.6869333
Ecuador,26,Yaimar Medina,https://www.transfermarkt.com/yaimar-medina/profil/spieler/893659,Left-Back,2004-11-05,KRC Genk,4000000.0,Eloy Alfaro,Ecuador,0.874044,-78.9950332
Egypt,1,Mohamed El Shenawy,https://www.transfermarkt.com/mohamed-el-shenawy/profil/spieler/134573,Goalkeeper,1988-12-18,Al Ahly FC,500000.0,El Hamool,Egypt,,
Egypt,2,Yasser Ibrahim,https://www.transfermarkt.com/yasser-ibrahim/profil/spieler/237425,Centre-Back,1993-02-10,Al Ahly FC,275000.0,Mansoura,Egypt,31.0407773,31.3581295
Egypt,3,Mohamed Hany,https://www.transfermarkt.com/mohamed-hany/profil/spieler/343974,Right-Back,1996-02-02,Al Ahly FC,1500000.0,Kairo,Egypt,30.0443879,31.2357257
Egypt,4,Hossam Abdelmaguid,https://www.transfermarkt.com/hossam-abdelmaguid/profil/spieler/737524,Centre-Back,2001-04-30,Zamalek SC,2000000.0,,,,
Egypt,5,Ramy Rabia,https://www.transfermarkt.com/ramy-rabia/profil/spieler/172623,Centre-Back,1993-05-20,Al-Ain FC,600000.0,Kairo,Egypt,30.0443879,31.2357257
Egypt,6,Mohamed Abdelmonem,https://www.transfermarkt.com/mohamed-abdelmonem/profil/spieler/566025,Centre-Back,1999-02-01,OGC Nice,2500000.0,Zagazig,Egypt,30.5853431,31.5035127
Egypt,7,Trezeguet,https://www.transfermarkt.com/trezeguet/profil/spieler/234189,Left Winger,1994-10-01,Al Ahly FC,4500000.0,Kafr El-Sheikh,Egypt,31.3814765,30.8513566
Egypt,8,Emam Ashour,https://www.transfermarkt.com/emam-ashour/profil/spieler/604008,Central Midfield,1998-02-20,Al Ahly FC,4000000.0,El Senbellawein,Egypt,30.8814711,31.4624047
Egypt,9,Hamza Abdelkarim,https://www.transfermarkt.com/hamza-abdelkarim/profil/spieler/1259085,Centre-Forward,2008-01-01,FC Barcelona U19,1500000.0,Kairo,Egypt,30.0443879,31.2357257
Egypt,10,Mohamed Salah,https://www.transfermarkt.com/mohamed-salah/profil/spieler/148455,Right Winger,1992-06-15,Liverpool FC,22000000.0,"Nagrig, Basyoun",Egypt,,
Egypt,11,Mostafa Ziko,https://www.transfermarkt.com/mostafa-ziko/profil/spieler/896616,Left Winger,1997-04-27,Pyramids FC,1800000.0,Alexandria,Egypt,31.1991806,29.8951716
Egypt,12,Haissem Hassan,https://www.transfermarkt.com/haissem-hassan/profil/spieler/620164,Right Winger,2002-02-08,Real Oviedo,3500000.0,Bagnolet,France,48.8688199,2.4173658
Egypt,13,Ahmed Fatouh,https://www.transfermarkt.com/ahmed-fatouh/profil/spieler/465966,Left-Back,1998-03-22,Zamalek SC,1000000.0,Kairo,Egypt,30.0443879,31.2357257
Egypt,14,Hamdy Fathy,https://www.transfermarkt.com/hamdy-fathy/profil/spieler/340303,Defensive Midfield,1994-09-29,Al-Wakrah SC,1800000.0,Behira,Egypt,,
Egypt,15,Karim Hafez,https://www.transfermarkt.com/karim-hafez/profil/spieler/333004,Left-Back,1996-03-12,Pyramids FC,700000.0,Beheira,Egypt,30.7915206,30.3465488
Egypt,16,El Mahdi Soliman,https://www.transfermarkt.com/el-mahdi-soliman/profil/spieler/104951,Goalkeeper,1987-06-08,Zamalek SC,150000.0,,,,
Egypt,17,Mohanad Lasheen,https://www.transfermarkt.com/mohanad-lasheen/profil/spieler/479682,Defensive Midfield,1996-05-29,Pyramids FC,3000000.0,Kairo,Egypt,30.0443879,31.2357257
Egypt,18,Nabil Dunga,https://www.transfermarkt.com/nabil-dunga/profil/spieler/479683,Defensive Midfield,1996-04-06,Al-Najma SC,1000000.0,,,,
Egypt,19,Marwan Ateya,https://www.transfermarkt.com/marwan-ateya/profil/spieler/734542,Defensive Midfield,1998-08-01,Al Ahly FC,4000000.0,Kafr El Dawwar,Egypt,,
Egypt,20,Ibrahim Adel,https://www.transfermarkt.com/ibrahim-adel/profil/spieler/677278,Left Winger,2001-04-23,FC Nordsjaelland,2500000.0,Port Said,Egypt,31.263235,32.305505
Egypt,21,Mahmoud Saber,https://www.transfermarkt.com/mahmoud-saber/profil/spieler/729390,Central Midfield,2001-07-30,Zed FC,1500000.0,Desouk,Egypt,31.128233,30.646198
Egypt,22,Omar Marmoush,https://www.transfermarkt.com/omar-marmoush/profil/spieler/445939,Centre-Forward,1999-02-07,Manchester City,50000000.0,Cairo,Egypt,30.0443879,31.2357257
Egypt,23,Oufa Shobeir,https://www.transfermarkt.com/oufa-shobeir/profil/spieler/661455,Goalkeeper,2000-05-15,Al Ahly FC,1200000.0,Giza,Egypt,29.9870753,31.2118063
Egypt,24,Tarek Alaa,https://www.transfermarkt.com/tarek-alaa/profil/spieler/1087789,Right-Back,2002-01-05,Zed FC,250000.0,,,,
Egypt,25,Zizo,https://www.transfermarkt.com/zizo/profil/spieler/320722,Right Winger,1996-01-10,Al Ahly FC,3500000.0,Minya,Egypt,28.2125404,30.9123741
Egypt,26,Mohamed Alaa,https://www.transfermarkt.com/mohamed-alaa/profil/spieler/1307898,Goalkeeper,1999-09-01,El Gouna FC,1200000.0,Ismailia,Egypt,30.6043775,32.2770825
England,1,Jordan Pickford,https://www.transfermarkt.com/jordan-pickford/profil/spieler/130164,Goalkeeper,1994-03-07,Everton FC,13000000.0,Washington,England,54.898614,-1.528827
England,2,Ezri Konsa,https://www.transfermarkt.com/ezri-konsa/profil/spieler/413403,Centre-Back,1997-10-23,Aston Villa,40000000.0,London,England,51.5074456,-0.1277653
England,3,Nico O'Reilly,https://www.transfermarkt.com/nico-oreilly/profil/spieler/743413,Left-Back,2005-03-21,Manchester City,70000000.0,Manchester,England,53.4424618,-2.2324547
England,4,Declan Rice,https://www.transfermarkt.com/declan-rice/profil/spieler/357662,Central Midfield,1999-01-14,Arsenal FC,120000000.0,London,England,51.5074456,-0.1277653
England,5,John Stones,https://www.transfermarkt.com/john-stones/profil/spieler/186590,Centre-Back,1994-05-28,Manchester City,12000000.0,Barnsley,England,53.5527719,-1.4827755
England,6,Marc Guéhi,https://www.transfermarkt.com/marc-guehi/profil/spieler/392757,Centre-Back,2000-07-13,Manchester City,70000000.0,Abidjan,Cote d'Ivoire,5.320357,-4.016107
England,7,Bukayo Saka,https://www.transfermarkt.com/bukayo-saka/profil/spieler/433177,Right Winger,2001-09-05,Arsenal FC,110000000.0,London,England,51.5074456,-0.1277653
England,8,Elliot Anderson,https://www.transfermarkt.com/elliot-anderson/profil/spieler/567576,Central Midfield,2002-11-06,Nottingham Forest,75000000.0,Whitley Bay,England,55.0422091,-1.4454353
England,9,Harry Kane,https://www.transfermarkt.com/harry-kane/profil/spieler/132098,Centre-Forward,1993-07-28,Bayern Munich,60000000.0,London,England,51.5074456,-0.1277653
England,10,Jude Bellingham,https://www.transfermarkt.com/jude-bellingham/profil/spieler/581678,Attacking Midfield,2003-06-29,Real Madrid,130000000.0,Stourbridge,England,52.4577615,-2.1474345
England,11,Marcus Rashford,https://www.transfermarkt.com/marcus-rashford/profil/spieler/258923,Left Winger,1997-10-31,FC Barcelona,40000000.0,Manchester,England,53.4424618,-2.2324547
England,12,Tino Livramento,https://www.transfermarkt.com/tino-livramento/profil/spieler/503981,Right-Back,2002-11-12,Newcastle United,45000000.0,London,England,51.5074456,-0.1277653
England,13,Dean Henderson,https://www.transfermarkt.com/dean-henderson/profil/spieler/258919,Goalkeeper,1997-03-12,Crystal Palace,28000000.0,Whitehaven,England,54.5474199,-3.5885335
England,14,Jordan Henderson,https://www.transfermarkt.com/jordan-henderson/profil/spieler/61651,Defensive Midfield,1990-06-17,Brentford FC,1200000.0,Sunderland,England,54.9058512,-1.3828727
England,15,Dan Burn,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,Centre-Back,1992-05-09,Newcastle United,4000000.0,Blyth,England,55.1270903,-1.5099726
England,16,Kobbie Mainoo,https://www.transfermarkt.com/kobbie-mainoo/profil/spieler/820374,Central Midfield,2005-04-19,Manchester United,70000000.0,Stockport,England,53.407901,-2.160243
England,17,Morgan Rogers,https://www.transfermarkt.com/morgan-rogers/profil/spieler/503743,Attacking Midfield,2002-07-26,Aston Villa,90000000.0,Halesowen,England,52.4492074,-2.0514646
England,18,Anthony Gordon,https://www.transfermarkt.com/anthony-gordon/profil/spieler/503733,Left Winger,2001-02-24,Newcastle United,65000000.0,Liverpool,England,53.3933411,-2.9166389
England,19,Ollie Watkins,https://www.transfermarkt.com/ollie-watkins/profil/spieler/324358,Centre-Forward,1995-12-30,Aston Villa,25000000.0,Torquay,England,50.4652392,-3.5211361
England,20,Noni Madueke,https://www.transfermarkt.com/noni-madueke/profil/spieler/503987,Right Winger,2002-03-10,Arsenal FC,50000000.0,London,England,51.5074456,-0.1277653
England,21,Eberechi Eze,https://www.transfermarkt.com/eberechi-eze/profil/spieler/479999,Attacking Midfield,1998-06-29,Arsenal FC,65000000.0,London,England,51.5074456,-0.1277653
England,22,Ivan Toney,https://www.transfermarkt.com/ivan-toney/profil/spieler/251664,Centre-Forward,1996-03-16,Al-Ahli SFC,20000000.0,Northampton,England,52.2343297,-0.9028043
England,23,James Trafford,https://www.transfermarkt.com/james-trafford/profil/spieler/566799,Goalkeeper,2002-10-10,Manchester City,25000000.0,Greysouthen,England,54.6490038,-3.4409413
